Timestamp,RTU_1 EconCapacity(%)
06-Jan-20 04:30:00 pm,62
06-Jan-20 05:05:00 pm,62
06-Jan-20 05:40:00 pm,62
06-Jan-20 06:15:00 pm,0
06-Jan-20 06:50:00 pm,0
06-Jan-20 07:25:00 pm,0
06-Jan-20 08:00:00 pm,0
06-Jan-20 08:35:00 pm,0
06-Jan-20 09:10:00 pm,0
06-Jan-20 09:45:00 pm,7
06-Jan-20 10:20:00 pm,0
06-Jan-20 10:55:00 pm,0
06-Jan-20 11:30:00 pm,0
07-Jan-20 12:05:00 am,0
07-Jan-20 12:40:00 am,0
07-Jan-20 01:15:00 am,0
07-Jan-20 01:50:00 am,0
07-Jan-20 02:25:00 am,0
07-Jan-20 03:00:00 am,0
07-Jan-20 03:35:00 am,0
07-Jan-20 04:10:00 am,0
07-Jan-20 04:45:00 am,0
07-Jan-20 05:20:00 am,0
07-Jan-20 05:55:00 am,21
07-Jan-20 06:30:00 am,67
07-Jan-20 07:05:00 am,67
07-Jan-20 07:40:00 am,67
07-Jan-20 08:15:00 am,67
07-Jan-20 08:50:00 am,67
07-Jan-20 09:25:00 am,67
07-Jan-20 10:00:00 am,69
07-Jan-20 10:35:00 am,70
07-Jan-20 11:10:00 am,70
07-Jan-20 11:45:00 am,71
07-Jan-20 12:20:00 pm,74
07-Jan-20 12:55:00 pm,75
07-Jan-20 01:30:00 pm,76
07-Jan-20 02:05:00 pm,77
07-Jan-20 02:40:00 pm,92
07-Jan-20 03:15:00 pm,97
07-Jan-20 03:50:00 pm,100
07-Jan-20 04:25:00 pm,100
07-Jan-20 05:00:00 pm,100
07-Jan-20 05:35:00 pm,100
07-Jan-20 06:10:00 pm,0
07-Jan-20 06:45:00 pm,0
07-Jan-20 07:20:00 pm,0
07-Jan-20 07:55:00 pm,0
07-Jan-20 08:30:00 pm,0
07-Jan-20 09:05:00 pm,0
07-Jan-20 09:40:00 pm,10
07-Jan-20 10:15:00 pm,7
07-Jan-20 10:50:00 pm,0
07-Jan-20 11:25:00 pm,0
08-Jan-20 12:00:00 am,0
08-Jan-20 12:35:00 am,0
08-Jan-20 01:10:00 am,0
08-Jan-20 01:45:00 am,0
08-Jan-20 02:20:00 am,0
08-Jan-20 02:55:00 am,0
08-Jan-20 03:30:00 am,0
08-Jan-20 04:05:00 am,0
08-Jan-20 04:40:00 am,0
08-Jan-20 05:15:00 am,0
08-Jan-20 05:50:00 am,14
08-Jan-20 06:25:00 am,42
08-Jan-20 07:00:00 am,45
08-Jan-20 07:35:00 am,45
08-Jan-20 08:10:00 am,45
08-Jan-20 08:45:00 am,45
08-Jan-20 09:20:00 am,50
08-Jan-20 09:55:00 am,50
08-Jan-20 10:30:00 am,50
08-Jan-20 11:05:00 am,50
08-Jan-20 11:40:00 am,50
08-Jan-20 12:15:00 pm,50
08-Jan-20 12:50:00 pm,54
08-Jan-20 01:25:00 pm,54
08-Jan-20 02:00:00 pm,54
08-Jan-20 02:35:00 pm,54
08-Jan-20 03:10:00 pm,54
08-Jan-20 03:45:00 pm,54
08-Jan-20 04:20:00 pm,54
08-Jan-20 04:55:00 pm,54
08-Jan-20 05:30:00 pm,54
08-Jan-20 06:05:00 pm,0
08-Jan-20 06:40:00 pm,0
08-Jan-20 07:15:00 pm,0
08-Jan-20 07:50:00 pm,0
08-Jan-20 08:25:00 pm,0
08-Jan-20 09:00:00 pm,0
08-Jan-20 09:35:00 pm,0
08-Jan-20 10:10:00 pm,0
08-Jan-20 10:45:00 pm,0
08-Jan-20 11:20:00 pm,0
08-Jan-20 11:55:00 pm,0
09-Jan-20 12:30:00 am,0
09-Jan-20 01:05:00 am,0
09-Jan-20 01:40:00 am,0
09-Jan-20 02:15:00 am,0
09-Jan-20 02:50:00 am,0
09-Jan-20 03:25:00 am,0
09-Jan-20 04:00:00 am,0
09-Jan-20 04:35:00 am,0
09-Jan-20 05:10:00 am,0
09-Jan-20 05:45:00 am,7
09-Jan-20 06:20:00 am,29
09-Jan-20 06:55:00 am,35
09-Jan-20 07:30:00 am,35
09-Jan-20 08:05:00 am,35
09-Jan-20 08:40:00 am,35
09-Jan-20 09:15:00 am,35
09-Jan-20 09:50:00 am,35
09-Jan-20 10:25:00 am,35
09-Jan-20 11:00:00 am,26
09-Jan-20 11:35:00 am,39
09-Jan-20 12:10:00 pm,46
09-Jan-20 12:45:00 pm,48
09-Jan-20 01:20:00 pm,51
09-Jan-20 01:55:00 pm,51
09-Jan-20 02:30:00 pm,66
09-Jan-20 03:05:00 pm,80
09-Jan-20 03:40:00 pm,73
09-Jan-20 04:15:00 pm,46
09-Jan-20 04:50:00 pm,52
09-Jan-20 05:25:00 pm,75
09-Jan-20 06:00:00 pm,25
09-Jan-20 06:35:00 pm,0
09-Jan-20 07:10:00 pm,0
09-Jan-20 07:45:00 pm,0
09-Jan-20 08:20:00 pm,0
09-Jan-20 08:55:00 pm,0
09-Jan-20 09:30:00 pm,0
09-Jan-20 10:05:00 pm,0
09-Jan-20 10:40:00 pm,0
09-Jan-20 11:15:00 pm,0
09-Jan-20 11:50:00 pm,0
10-Jan-20 12:25:00 am,0
10-Jan-20 01:00:00 am,0
10-Jan-20 01:35:00 am,0
10-Jan-20 02:10:00 am,0
10-Jan-20 02:45:00 am,0
10-Jan-20 03:20:00 am,0
10-Jan-20 03:55:00 am,0
10-Jan-20 04:30:00 am,0
10-Jan-20 05:05:00 am,0
10-Jan-20 05:40:00 am,0
10-Jan-20 06:15:00 am,26
10-Jan-20 06:50:00 am,36
10-Jan-20 07:25:00 am,37
10-Jan-20 08:00:00 am,37
10-Jan-20 08:35:00 am,37
10-Jan-20 09:10:00 am,37
10-Jan-20 09:45:00 am,37
10-Jan-20 10:20:00 am,37
10-Jan-20 10:55:00 am,37
10-Jan-20 11:30:00 am,42
10-Jan-20 12:05:00 pm,47
10-Jan-20 12:40:00 pm,47
10-Jan-20 01:15:00 pm,47
10-Jan-20 01:50:00 pm,47
10-Jan-20 02:25:00 pm,47
10-Jan-20 03:00:00 pm,47
10-Jan-20 03:35:00 pm,47
10-Jan-20 04:10:00 pm,69
10-Jan-20 04:45:00 pm,83
10-Jan-20 05:20:00 pm,71
10-Jan-20 05:55:00 pm,28
10-Jan-20 06:30:00 pm,0
10-Jan-20 07:05:00 pm,0
10-Jan-20 07:40:00 pm,0
10-Jan-20 08:15:00 pm,0
10-Jan-20 08:50:00 pm,0
10-Jan-20 09:25:00 pm,0
10-Jan-20 10:00:00 pm,0
10-Jan-20 10:35:00 pm,0
10-Jan-20 11:10:00 pm,0
10-Jan-20 11:45:00 pm,0
11-Jan-20 12:20:00 am,0
11-Jan-20 12:55:00 am,0
11-Jan-20 01:30:00 am,0
11-Jan-20 02:05:00 am,0
11-Jan-20 02:40:00 am,0
11-Jan-20 03:15:00 am,0
11-Jan-20 03:50:00 am,0
11-Jan-20 04:25:00 am,0
11-Jan-20 05:00:00 am,0
11-Jan-20 05:35:00 am,0
11-Jan-20 06:10:00 am,0
11-Jan-20 06:45:00 am,0
11-Jan-20 07:20:00 am,0
11-Jan-20 07:55:00 am,0
11-Jan-20 08:30:00 am,0
11-Jan-20 09:05:00 am,0
11-Jan-20 09:40:00 am,0
11-Jan-20 10:15:00 am,0
11-Jan-20 10:50:00 am,0
11-Jan-20 11:25:00 am,0
11-Jan-20 12:00:00 pm,0
11-Jan-20 12:35:00 pm,0
11-Jan-20 01:10:00 pm,0
11-Jan-20 01:45:00 pm,0
11-Jan-20 02:20:00 pm,10
11-Jan-20 02:55:00 pm,0
11-Jan-20 03:30:00 pm,0
11-Jan-20 04:05:00 pm,0
11-Jan-20 04:40:00 pm,0
11-Jan-20 05:15:00 pm,0
11-Jan-20 05:50:00 pm,0
11-Jan-20 06:25:00 pm,0
11-Jan-20 07:00:00 pm,0
11-Jan-20 07:35:00 pm,0
11-Jan-20 08:10:00 pm,0
11-Jan-20 08:45:00 pm,0
11-Jan-20 09:20:00 pm,0
11-Jan-20 09:55:00 pm,0
11-Jan-20 10:30:00 pm,0
11-Jan-20 11:05:00 pm,0
11-Jan-20 11:40:00 pm,0
12-Jan-20 12:15:00 am,0
12-Jan-20 12:50:00 am,0
12-Jan-20 01:25:00 am,0
12-Jan-20 02:00:00 am,0
12-Jan-20 02:35:00 am,0
12-Jan-20 03:10:00 am,0
12-Jan-20 03:45:00 am,0
12-Jan-20 04:20:00 am,0
12-Jan-20 04:55:00 am,0
12-Jan-20 05:30:00 am,0
12-Jan-20 06:05:00 am,0
12-Jan-20 06:40:00 am,0
12-Jan-20 07:15:00 am,0
12-Jan-20 07:50:00 am,0
12-Jan-20 08:25:00 am,0
12-Jan-20 09:00:00 am,13
12-Jan-20 09:35:00 am,0
12-Jan-20 10:10:00 am,0
12-Jan-20 10:45:00 am,0
12-Jan-20 11:20:00 am,0
12-Jan-20 11:55:00 am,0
12-Jan-20 12:30:00 pm,0
12-Jan-20 01:05:00 pm,0
12-Jan-20 01:40:00 pm,0
12-Jan-20 02:15:00 pm,0
12-Jan-20 02:50:00 pm,0
12-Jan-20 03:25:00 pm,0
12-Jan-20 04:00:00 pm,0
12-Jan-20 04:35:00 pm,0
12-Jan-20 05:10:00 pm,0
12-Jan-20 05:45:00 pm,0
12-Jan-20 06:20:00 pm,0
12-Jan-20 06:55:00 pm,0
12-Jan-20 07:30:00 pm,0
12-Jan-20 08:05:00 pm,0
12-Jan-20 08:40:00 pm,0
12-Jan-20 09:15:00 pm,0
12-Jan-20 09:50:00 pm,0
12-Jan-20 10:25:00 pm,0
12-Jan-20 11:00:00 pm,0
12-Jan-20 11:35:00 pm,0
13-Jan-20 12:10:00 am,0
13-Jan-20 12:45:00 am,0
13-Jan-20 01:20:00 am,0
13-Jan-20 01:55:00 am,0
13-Jan-20 02:30:00 am,0
13-Jan-20 03:05:00 am,0
13-Jan-20 03:40:00 am,0
13-Jan-20 04:15:00 am,0
13-Jan-20 04:50:00 am,0
13-Jan-20 05:25:00 am,0
13-Jan-20 06:00:00 am,13
13-Jan-20 06:35:00 am,20
13-Jan-20 07:10:00 am,20
13-Jan-20 07:45:00 am,20
13-Jan-20 08:20:00 am,20
13-Jan-20 08:55:00 am,20
13-Jan-20 09:30:00 am,22
13-Jan-20 10:05:00 am,23
13-Jan-20 10:40:00 am,25
13-Jan-20 11:15:00 am,28
13-Jan-20 11:50:00 am,28
13-Jan-20 12:25:00 pm,28
13-Jan-20 01:00:00 pm,28
13-Jan-20 01:35:00 pm,28
13-Jan-20 02:10:00 pm,28
13-Jan-20 02:45:00 pm,28
13-Jan-20 03:20:00 pm,28
13-Jan-20 03:55:00 pm,28
13-Jan-20 04:30:00 pm,28
13-Jan-20 05:05:00 pm,28
13-Jan-20 05:40:00 pm,28
13-Jan-20 06:15:00 pm,0
13-Jan-20 06:50:00 pm,0
13-Jan-20 07:25:00 pm,0
13-Jan-20 08:00:00 pm,0
13-Jan-20 08:35:00 pm,0
13-Jan-20 09:10:00 pm,0
13-Jan-20 09:45:00 pm,0
13-Jan-20 10:20:00 pm,0
13-Jan-20 10:55:00 pm,0
13-Jan-20 11:30:00 pm,0
14-Jan-20 12:05:00 am,0
14-Jan-20 12:40:00 am,0
14-Jan-20 01:15:00 am,0
14-Jan-20 01:50:00 am,0
14-Jan-20 02:25:00 am,0
14-Jan-20 03:00:00 am,0
14-Jan-20 03:35:00 am,0
14-Jan-20 04:10:00 am,0
14-Jan-20 04:45:00 am,0
14-Jan-20 05:20:00 am,0
14-Jan-20 05:55:00 am,10
14-Jan-20 06:30:00 am,20
14-Jan-20 07:05:00 am,20
14-Jan-20 07:40:00 am,20
14-Jan-20 08:15:00 am,20
14-Jan-20 08:50:00 am,20
14-Jan-20 09:25:00 am,20
14-Jan-20 10:00:00 am,20
14-Jan-20 10:35:00 am,20
14-Jan-20 11:10:00 am,21
14-Jan-20 11:45:00 am,21
14-Jan-20 12:20:00 pm,23
14-Jan-20 12:55:00 pm,23
14-Jan-20 01:30:00 pm,23
14-Jan-20 02:05:00 pm,23
14-Jan-20 02:40:00 pm,23
14-Jan-20 03:15:00 pm,23
14-Jan-20 03:50:00 pm,23
14-Jan-20 04:25:00 pm,23
14-Jan-20 05:00:00 pm,23
14-Jan-20 05:35:00 pm,23
14-Jan-20 06:10:00 pm,0
14-Jan-20 06:45:00 pm,0
14-Jan-20 07:20:00 pm,0
14-Jan-20 07:55:00 pm,0
14-Jan-20 08:30:00 pm,0
14-Jan-20 09:05:00 pm,0
14-Jan-20 09:40:00 pm,0
14-Jan-20 10:15:00 pm,0
14-Jan-20 10:50:00 pm,0
14-Jan-20 11:25:00 pm,0
15-Jan-20 12:00:00 am,0
15-Jan-20 12:35:00 am,0
15-Jan-20 01:10:00 am,0
15-Jan-20 01:45:00 am,0
15-Jan-20 02:20:00 am,0
15-Jan-20 02:55:00 am,0
15-Jan-20 03:30:00 am,0
15-Jan-20 04:05:00 am,0
15-Jan-20 04:40:00 am,0
15-Jan-20 05:15:00 am,0
15-Jan-20 05:50:00 am,10
15-Jan-20 06:25:00 am,20
15-Jan-20 07:00:00 am,20
15-Jan-20 07:35:00 am,20
15-Jan-20 08:10:00 am,20
15-Jan-20 08:45:00 am,20
15-Jan-20 09:20:00 am,21
15-Jan-20 09:55:00 am,22
15-Jan-20 10:30:00 am,23
15-Jan-20 11:05:00 am,26
15-Jan-20 11:40:00 am,29
15-Jan-20 12:15:00 pm,29
15-Jan-20 12:50:00 pm,29
15-Jan-20 01:25:00 pm,29
15-Jan-20 02:00:00 pm,29
15-Jan-20 02:35:00 pm,24
15-Jan-20 03:10:00 pm,20
15-Jan-20 03:45:00 pm,20
15-Jan-20 04:20:00 pm,21
15-Jan-20 04:55:00 pm,22
15-Jan-20 05:30:00 pm,32
15-Jan-20 06:05:00 pm,0
15-Jan-20 06:40:00 pm,0
15-Jan-20 07:15:00 pm,0
15-Jan-20 07:50:00 pm,0
15-Jan-20 08:25:00 pm,0
15-Jan-20 09:00:00 pm,7
15-Jan-20 09:35:00 pm,0
15-Jan-20 10:10:00 pm,0
15-Jan-20 10:45:00 pm,0
15-Jan-20 11:20:00 pm,0
15-Jan-20 11:55:00 pm,0
16-Jan-20 12:30:00 am,0
16-Jan-20 01:05:00 am,0
16-Jan-20 01:40:00 am,0
16-Jan-20 02:15:00 am,0
16-Jan-20 02:50:00 am,0
16-Jan-20 03:25:00 am,0
16-Jan-20 04:00:00 am,0
16-Jan-20 04:35:00 am,0
16-Jan-20 05:10:00 am,0
16-Jan-20 05:45:00 am,8
16-Jan-20 06:20:00 am,23
16-Jan-20 06:55:00 am,23
16-Jan-20 07:30:00 am,25
16-Jan-20 08:05:00 am,28
16-Jan-20 08:40:00 am,28
16-Jan-20 09:15:00 am,30
16-Jan-20 09:50:00 am,42
16-Jan-20 10:25:00 am,46
16-Jan-20 11:00:00 am,46
16-Jan-20 11:35:00 am,55
16-Jan-20 12:10:00 pm,55
16-Jan-20 12:45:00 pm,55
16-Jan-20 01:20:00 pm,56
16-Jan-20 01:55:00 pm,59
16-Jan-20 02:30:00 pm,54
16-Jan-20 03:05:00 pm,83
16-Jan-20 03:40:00 pm,83
16-Jan-20 04:15:00 pm,80
16-Jan-20 04:50:00 pm,75
16-Jan-20 05:25:00 pm,59
16-Jan-20 06:00:00 pm,12
16-Jan-20 06:35:00 pm,0
16-Jan-20 07:10:00 pm,0
16-Jan-20 07:45:00 pm,0
16-Jan-20 08:20:00 pm,0
16-Jan-20 08:55:00 pm,0
16-Jan-20 09:30:00 pm,0
16-Jan-20 10:05:00 pm,0
16-Jan-20 10:40:00 pm,0
16-Jan-20 11:15:00 pm,0
16-Jan-20 11:50:00 pm,0
17-Jan-20 12:25:00 am,0
17-Jan-20 01:00:00 am,0
17-Jan-20 01:35:00 am,0
17-Jan-20 02:10:00 am,0
17-Jan-20 02:45:00 am,0
17-Jan-20 03:20:00 am,0
17-Jan-20 03:55:00 am,0
17-Jan-20 04:30:00 am,0
17-Jan-20 05:05:00 am,0
17-Jan-20 05:40:00 am,0
17-Jan-20 06:15:00 am,20
17-Jan-20 06:50:00 am,22
17-Jan-20 07:25:00 am,23
17-Jan-20 08:00:00 am,23
17-Jan-20 08:35:00 am,23
17-Jan-20 09:10:00 am,25
17-Jan-20 09:45:00 am,28
17-Jan-20 10:20:00 am,32
17-Jan-20 10:55:00 am,32
17-Jan-20 11:30:00 am,42
17-Jan-20 12:05:00 pm,51
17-Jan-20 12:40:00 pm,69
17-Jan-20 01:15:00 pm,50
17-Jan-20 01:50:00 pm,50
17-Jan-20 02:25:00 pm,50
17-Jan-20 03:00:00 pm,50
17-Jan-20 03:35:00 pm,50
17-Jan-20 04:10:00 pm,50
17-Jan-20 04:45:00 pm,46
17-Jan-20 05:20:00 pm,45
17-Jan-20 05:55:00 pm,21
17-Jan-20 06:30:00 pm,0
17-Jan-20 07:05:00 pm,0
17-Jan-20 07:40:00 pm,0
17-Jan-20 08:15:00 pm,0
17-Jan-20 08:50:00 pm,0
17-Jan-20 09:25:00 pm,0
17-Jan-20 10:00:00 pm,0
17-Jan-20 10:35:00 pm,0
17-Jan-20 11:10:00 pm,0
17-Jan-20 11:45:00 pm,0
18-Jan-20 12:20:00 am,0
18-Jan-20 12:55:00 am,0
18-Jan-20 01:30:00 am,0
18-Jan-20 02:05:00 am,0
18-Jan-20 02:40:00 am,0
18-Jan-20 03:15:00 am,0
18-Jan-20 03:50:00 am,0
18-Jan-20 04:25:00 am,0
18-Jan-20 05:00:00 am,0
18-Jan-20 05:35:00 am,0
18-Jan-20 06:10:00 am,0
18-Jan-20 06:45:00 am,0
18-Jan-20 07:20:00 am,0
18-Jan-20 07:55:00 am,0
18-Jan-20 08:30:00 am,0
18-Jan-20 09:05:00 am,0
18-Jan-20 09:40:00 am,0
18-Jan-20 10:15:00 am,0
18-Jan-20 10:50:00 am,0
18-Jan-20 11:25:00 am,0
18-Jan-20 12:00:00 pm,0
18-Jan-20 12:35:00 pm,0
18-Jan-20 01:10:00 pm,0
18-Jan-20 01:45:00 pm,0
18-Jan-20 02:20:00 pm,0
18-Jan-20 02:55:00 pm,0
18-Jan-20 03:30:00 pm,0
18-Jan-20 04:05:00 pm,0
18-Jan-20 04:40:00 pm,0
18-Jan-20 05:15:00 pm,0
18-Jan-20 05:50:00 pm,0
18-Jan-20 06:25:00 pm,0
18-Jan-20 07:00:00 pm,0
18-Jan-20 07:35:00 pm,0
18-Jan-20 08:10:00 pm,0
18-Jan-20 08:45:00 pm,0
18-Jan-20 09:20:00 pm,0
18-Jan-20 09:55:00 pm,0
18-Jan-20 10:30:00 pm,0
18-Jan-20 11:05:00 pm,0
18-Jan-20 11:40:00 pm,0
19-Jan-20 12:15:00 am,0
19-Jan-20 12:50:00 am,0
19-Jan-20 01:25:00 am,0
19-Jan-20 02:00:00 am,0
19-Jan-20 02:35:00 am,0
19-Jan-20 03:10:00 am,0
19-Jan-20 03:45:00 am,0
19-Jan-20 04:20:00 am,0
19-Jan-20 04:55:00 am,0
19-Jan-20 05:30:00 am,0
19-Jan-20 06:05:00 am,0
19-Jan-20 06:40:00 am,0
19-Jan-20 07:15:00 am,0
