Timestamp,RTU_1 ExhFanValue(%)
06-Jan-20 04:30:00 pm,33
06-Jan-20 05:05:00 pm,33
06-Jan-20 05:40:00 pm,33
06-Jan-20 06:15:00 pm,0
06-Jan-20 06:50:00 pm,0
06-Jan-20 07:25:00 pm,0
06-Jan-20 08:00:00 pm,0
06-Jan-20 08:35:00 pm,0
06-Jan-20 09:10:00 pm,25
06-Jan-20 09:45:00 pm,11
06-Jan-20 10:20:00 pm,0
06-Jan-20 10:55:00 pm,0
06-Jan-20 11:30:00 pm,0
07-Jan-20 12:05:00 am,0
07-Jan-20 12:40:00 am,0
07-Jan-20 01:15:00 am,0
07-Jan-20 01:50:00 am,0
07-Jan-20 02:25:00 am,0
07-Jan-20 03:00:00 am,0
07-Jan-20 03:35:00 am,0
07-Jan-20 04:10:00 am,0
07-Jan-20 04:45:00 am,0
07-Jan-20 05:20:00 am,0
07-Jan-20 05:55:00 am,17
07-Jan-20 06:30:00 am,33
07-Jan-20 07:05:00 am,33
07-Jan-20 07:40:00 am,33
07-Jan-20 08:15:00 am,33
07-Jan-20 08:50:00 am,33
07-Jan-20 09:25:00 am,33
07-Jan-20 10:00:00 am,33
07-Jan-20 10:35:00 am,33
07-Jan-20 11:10:00 am,33
07-Jan-20 11:45:00 am,33
07-Jan-20 12:20:00 pm,33
07-Jan-20 12:55:00 pm,33
07-Jan-20 01:30:00 pm,33
07-Jan-20 02:05:00 pm,33
07-Jan-20 02:40:00 pm,33
07-Jan-20 03:15:00 pm,33
07-Jan-20 03:50:00 pm,33
07-Jan-20 04:25:00 pm,33
07-Jan-20 05:00:00 pm,33
07-Jan-20 05:35:00 pm,33
07-Jan-20 06:10:00 pm,0
07-Jan-20 06:45:00 pm,0
07-Jan-20 07:20:00 pm,0
07-Jan-20 07:55:00 pm,0
07-Jan-20 08:30:00 pm,0
07-Jan-20 09:05:00 pm,0
07-Jan-20 09:40:00 pm,17
07-Jan-20 10:15:00 pm,11
07-Jan-20 10:50:00 pm,0
07-Jan-20 11:25:00 pm,0
08-Jan-20 12:00:00 am,0
08-Jan-20 12:35:00 am,0
08-Jan-20 01:10:00 am,0
08-Jan-20 01:45:00 am,0
08-Jan-20 02:20:00 am,0
08-Jan-20 02:55:00 am,0
08-Jan-20 03:30:00 am,0
08-Jan-20 04:05:00 am,0
08-Jan-20 04:40:00 am,0
08-Jan-20 05:15:00 am,0
08-Jan-20 05:50:00 am,17
08-Jan-20 06:25:00 am,33
08-Jan-20 07:00:00 am,33
08-Jan-20 07:35:00 am,33
08-Jan-20 08:10:00 am,33
08-Jan-20 08:45:00 am,33
08-Jan-20 09:20:00 am,33
08-Jan-20 09:55:00 am,33
08-Jan-20 10:30:00 am,33
08-Jan-20 11:05:00 am,33
08-Jan-20 11:40:00 am,33
08-Jan-20 12:15:00 pm,33
08-Jan-20 12:50:00 pm,33
08-Jan-20 01:25:00 pm,33
08-Jan-20 02:00:00 pm,33
08-Jan-20 02:35:00 pm,33
08-Jan-20 03:10:00 pm,33
08-Jan-20 03:45:00 pm,33
08-Jan-20 04:20:00 pm,33
08-Jan-20 04:55:00 pm,33
08-Jan-20 05:30:00 pm,33
08-Jan-20 06:05:00 pm,0
08-Jan-20 06:40:00 pm,0
08-Jan-20 07:15:00 pm,0
08-Jan-20 07:50:00 pm,0
08-Jan-20 08:25:00 pm,0
08-Jan-20 09:00:00 pm,0
08-Jan-20 09:35:00 pm,0
08-Jan-20 10:10:00 pm,0
08-Jan-20 10:45:00 pm,0
08-Jan-20 11:20:00 pm,0
08-Jan-20 11:55:00 pm,0
09-Jan-20 12:30:00 am,0
09-Jan-20 01:05:00 am,0
09-Jan-20 01:40:00 am,0
09-Jan-20 02:15:00 am,0
09-Jan-20 02:50:00 am,0
09-Jan-20 03:25:00 am,0
09-Jan-20 04:00:00 am,0
09-Jan-20 04:35:00 am,0
09-Jan-20 05:10:00 am,0
09-Jan-20 05:45:00 am,11
09-Jan-20 06:20:00 am,33
09-Jan-20 06:55:00 am,33
09-Jan-20 07:30:00 am,33
09-Jan-20 08:05:00 am,33
09-Jan-20 08:40:00 am,33
09-Jan-20 09:15:00 am,33
09-Jan-20 09:50:00 am,33
09-Jan-20 10:25:00 am,33
09-Jan-20 11:00:00 am,33
09-Jan-20 11:35:00 am,33
09-Jan-20 12:10:00 pm,33
09-Jan-20 12:45:00 pm,33
09-Jan-20 01:20:00 pm,33
09-Jan-20 01:55:00 pm,33
09-Jan-20 02:30:00 pm,33
09-Jan-20 03:05:00 pm,33
09-Jan-20 03:40:00 pm,33
09-Jan-20 04:15:00 pm,33
09-Jan-20 04:50:00 pm,33
09-Jan-20 05:25:00 pm,33
09-Jan-20 06:00:00 pm,11
09-Jan-20 06:35:00 pm,0
09-Jan-20 07:10:00 pm,0
09-Jan-20 07:45:00 pm,0
09-Jan-20 08:20:00 pm,0
09-Jan-20 08:55:00 pm,0
09-Jan-20 09:30:00 pm,0
09-Jan-20 10:05:00 pm,0
09-Jan-20 10:40:00 pm,0
09-Jan-20 11:15:00 pm,0
09-Jan-20 11:50:00 pm,0
10-Jan-20 12:25:00 am,0
10-Jan-20 01:00:00 am,0
10-Jan-20 01:35:00 am,0
10-Jan-20 02:10:00 am,0
10-Jan-20 02:45:00 am,0
10-Jan-20 03:20:00 am,0
10-Jan-20 03:55:00 am,0
10-Jan-20 04:30:00 am,0
10-Jan-20 05:05:00 am,0
10-Jan-20 05:40:00 am,0
10-Jan-20 06:15:00 am,33
10-Jan-20 06:50:00 am,33
10-Jan-20 07:25:00 am,33
10-Jan-20 08:00:00 am,33
10-Jan-20 08:35:00 am,33
10-Jan-20 09:10:00 am,33
10-Jan-20 09:45:00 am,33
10-Jan-20 10:20:00 am,33
10-Jan-20 10:55:00 am,33
10-Jan-20 11:30:00 am,33
10-Jan-20 12:05:00 pm,33
10-Jan-20 12:40:00 pm,33
10-Jan-20 01:15:00 pm,33
10-Jan-20 01:50:00 pm,33
10-Jan-20 02:25:00 pm,33
10-Jan-20 03:00:00 pm,33
10-Jan-20 03:35:00 pm,33
10-Jan-20 04:10:00 pm,33
10-Jan-20 04:45:00 pm,33
10-Jan-20 05:20:00 pm,33
10-Jan-20 05:55:00 pm,17
10-Jan-20 06:30:00 pm,0
10-Jan-20 07:05:00 pm,0
10-Jan-20 07:40:00 pm,0
10-Jan-20 08:15:00 pm,0
10-Jan-20 08:50:00 pm,0
10-Jan-20 09:25:00 pm,0
10-Jan-20 10:00:00 pm,0
10-Jan-20 10:35:00 pm,0
10-Jan-20 11:10:00 pm,0
10-Jan-20 11:45:00 pm,0
11-Jan-20 12:20:00 am,0
11-Jan-20 12:55:00 am,0
11-Jan-20 01:30:00 am,0
11-Jan-20 02:05:00 am,0
11-Jan-20 02:40:00 am,0
11-Jan-20 03:15:00 am,0
11-Jan-20 03:50:00 am,0
11-Jan-20 04:25:00 am,0
11-Jan-20 05:00:00 am,0
11-Jan-20 05:35:00 am,0
11-Jan-20 06:10:00 am,0
11-Jan-20 06:45:00 am,0
11-Jan-20 07:20:00 am,0
11-Jan-20 07:55:00 am,0
11-Jan-20 08:30:00 am,0
11-Jan-20 09:05:00 am,0
11-Jan-20 09:40:00 am,0
11-Jan-20 10:15:00 am,0
11-Jan-20 10:50:00 am,0
11-Jan-20 11:25:00 am,0
11-Jan-20 12:00:00 pm,0
11-Jan-20 12:35:00 pm,0
11-Jan-20 01:10:00 pm,0
11-Jan-20 01:45:00 pm,0
11-Jan-20 02:20:00 pm,54
11-Jan-20 02:55:00 pm,0
11-Jan-20 03:30:00 pm,0
11-Jan-20 04:05:00 pm,0
11-Jan-20 04:40:00 pm,0
11-Jan-20 05:15:00 pm,0
11-Jan-20 05:50:00 pm,0
11-Jan-20 06:25:00 pm,0
11-Jan-20 07:00:00 pm,0
11-Jan-20 07:35:00 pm,0
11-Jan-20 08:10:00 pm,0
11-Jan-20 08:45:00 pm,0
11-Jan-20 09:20:00 pm,0
11-Jan-20 09:55:00 pm,0
11-Jan-20 10:30:00 pm,0
11-Jan-20 11:05:00 pm,0
11-Jan-20 11:40:00 pm,0
12-Jan-20 12:15:00 am,0
12-Jan-20 12:50:00 am,0
12-Jan-20 01:25:00 am,0
12-Jan-20 02:00:00 am,0
12-Jan-20 02:35:00 am,0
12-Jan-20 03:10:00 am,0
12-Jan-20 03:45:00 am,0
12-Jan-20 04:20:00 am,0
12-Jan-20 04:55:00 am,0
12-Jan-20 05:30:00 am,0
12-Jan-20 06:05:00 am,0
12-Jan-20 06:40:00 am,0
12-Jan-20 07:15:00 am,0
12-Jan-20 07:50:00 am,0
12-Jan-20 08:25:00 am,0
12-Jan-20 09:00:00 am,22
12-Jan-20 09:35:00 am,0
12-Jan-20 10:10:00 am,0
12-Jan-20 10:45:00 am,0
12-Jan-20 11:20:00 am,0
12-Jan-20 11:55:00 am,0
12-Jan-20 12:30:00 pm,0
12-Jan-20 01:05:00 pm,0
12-Jan-20 01:40:00 pm,0
12-Jan-20 02:15:00 pm,0
12-Jan-20 02:50:00 pm,0
12-Jan-20 03:25:00 pm,0
12-Jan-20 04:00:00 pm,0
12-Jan-20 04:35:00 pm,0
12-Jan-20 05:10:00 pm,0
12-Jan-20 05:45:00 pm,0
12-Jan-20 06:20:00 pm,0
12-Jan-20 06:55:00 pm,0
12-Jan-20 07:30:00 pm,0
12-Jan-20 08:05:00 pm,0
12-Jan-20 08:40:00 pm,0
12-Jan-20 09:15:00 pm,0
12-Jan-20 09:50:00 pm,0
12-Jan-20 10:25:00 pm,0
12-Jan-20 11:00:00 pm,0
12-Jan-20 11:35:00 pm,0
13-Jan-20 12:10:00 am,0
13-Jan-20 12:45:00 am,0
13-Jan-20 01:20:00 am,0
13-Jan-20 01:55:00 am,0
13-Jan-20 02:30:00 am,0
13-Jan-20 03:05:00 am,0
13-Jan-20 03:40:00 am,0
13-Jan-20 04:15:00 am,0
13-Jan-20 04:50:00 am,0
13-Jan-20 05:25:00 am,0
13-Jan-20 06:00:00 am,22
13-Jan-20 06:35:00 am,33
13-Jan-20 07:10:00 am,33
13-Jan-20 07:45:00 am,33
13-Jan-20 08:20:00 am,33
13-Jan-20 08:55:00 am,33
13-Jan-20 09:30:00 am,33
13-Jan-20 10:05:00 am,33
13-Jan-20 10:40:00 am,33
13-Jan-20 11:15:00 am,33
13-Jan-20 11:50:00 am,33
13-Jan-20 12:25:00 pm,33
13-Jan-20 01:00:00 pm,33
13-Jan-20 01:35:00 pm,33
13-Jan-20 02:10:00 pm,33
13-Jan-20 02:45:00 pm,33
13-Jan-20 03:20:00 pm,33
13-Jan-20 03:55:00 pm,33
13-Jan-20 04:30:00 pm,33
13-Jan-20 05:05:00 pm,33
13-Jan-20 05:40:00 pm,33
13-Jan-20 06:15:00 pm,0
13-Jan-20 06:50:00 pm,0
13-Jan-20 07:25:00 pm,0
13-Jan-20 08:00:00 pm,0
13-Jan-20 08:35:00 pm,0
13-Jan-20 09:10:00 pm,0
13-Jan-20 09:45:00 pm,0
13-Jan-20 10:20:00 pm,0
13-Jan-20 10:55:00 pm,0
13-Jan-20 11:30:00 pm,0
14-Jan-20 12:05:00 am,0
14-Jan-20 12:40:00 am,0
14-Jan-20 01:15:00 am,0
14-Jan-20 01:50:00 am,0
14-Jan-20 02:25:00 am,0
14-Jan-20 03:00:00 am,0
14-Jan-20 03:35:00 am,0
14-Jan-20 04:10:00 am,0
14-Jan-20 04:45:00 am,0
14-Jan-20 05:20:00 am,0
14-Jan-20 05:55:00 am,17
14-Jan-20 06:30:00 am,33
14-Jan-20 07:05:00 am,33
14-Jan-20 07:40:00 am,33
14-Jan-20 08:15:00 am,33
14-Jan-20 08:50:00 am,33
14-Jan-20 09:25:00 am,33
14-Jan-20 10:00:00 am,33
14-Jan-20 10:35:00 am,33
14-Jan-20 11:10:00 am,33
14-Jan-20 11:45:00 am,33
14-Jan-20 12:20:00 pm,33
14-Jan-20 12:55:00 pm,33
14-Jan-20 01:30:00 pm,33
14-Jan-20 02:05:00 pm,33
14-Jan-20 02:40:00 pm,33
14-Jan-20 03:15:00 pm,33
14-Jan-20 03:50:00 pm,33
14-Jan-20 04:25:00 pm,33
14-Jan-20 05:00:00 pm,33
14-Jan-20 05:35:00 pm,33
14-Jan-20 06:10:00 pm,0
14-Jan-20 06:45:00 pm,0
14-Jan-20 07:20:00 pm,0
14-Jan-20 07:55:00 pm,0
14-Jan-20 08:30:00 pm,0
14-Jan-20 09:05:00 pm,0
14-Jan-20 09:40:00 pm,0
14-Jan-20 10:15:00 pm,0
14-Jan-20 10:50:00 pm,0
14-Jan-20 11:25:00 pm,0
15-Jan-20 12:00:00 am,0
15-Jan-20 12:35:00 am,0
15-Jan-20 01:10:00 am,0
15-Jan-20 01:45:00 am,0
15-Jan-20 02:20:00 am,0
15-Jan-20 02:55:00 am,0
15-Jan-20 03:30:00 am,0
15-Jan-20 04:05:00 am,0
15-Jan-20 04:40:00 am,0
15-Jan-20 05:15:00 am,0
15-Jan-20 05:50:00 am,17
15-Jan-20 06:25:00 am,33
15-Jan-20 07:00:00 am,33
15-Jan-20 07:35:00 am,33
15-Jan-20 08:10:00 am,33
15-Jan-20 08:45:00 am,33
15-Jan-20 09:20:00 am,33
15-Jan-20 09:55:00 am,33
15-Jan-20 10:30:00 am,33
15-Jan-20 11:05:00 am,33
15-Jan-20 11:40:00 am,33
15-Jan-20 12:15:00 pm,33
15-Jan-20 12:50:00 pm,33
15-Jan-20 01:25:00 pm,33
15-Jan-20 02:00:00 pm,33
15-Jan-20 02:35:00 pm,33
15-Jan-20 03:10:00 pm,33
15-Jan-20 03:45:00 pm,33
15-Jan-20 04:20:00 pm,33
15-Jan-20 04:55:00 pm,33
15-Jan-20 05:30:00 pm,33
15-Jan-20 06:05:00 pm,0
15-Jan-20 06:40:00 pm,0
15-Jan-20 07:15:00 pm,0
15-Jan-20 07:50:00 pm,0
15-Jan-20 08:25:00 pm,0
15-Jan-20 09:00:00 pm,17
15-Jan-20 09:35:00 pm,0
15-Jan-20 10:10:00 pm,0
15-Jan-20 10:45:00 pm,0
15-Jan-20 11:20:00 pm,0
15-Jan-20 11:55:00 pm,0
16-Jan-20 12:30:00 am,0
16-Jan-20 01:05:00 am,0
16-Jan-20 01:40:00 am,0
16-Jan-20 02:15:00 am,0
16-Jan-20 02:50:00 am,0
16-Jan-20 03:25:00 am,0
16-Jan-20 04:00:00 am,0
16-Jan-20 04:35:00 am,0
16-Jan-20 05:10:00 am,0
16-Jan-20 05:45:00 am,11
16-Jan-20 06:20:00 am,33
16-Jan-20 06:55:00 am,33
16-Jan-20 07:30:00 am,33
16-Jan-20 08:05:00 am,33
16-Jan-20 08:40:00 am,33
16-Jan-20 09:15:00 am,33
16-Jan-20 09:50:00 am,33
16-Jan-20 10:25:00 am,33
16-Jan-20 11:00:00 am,33
16-Jan-20 11:35:00 am,33
16-Jan-20 12:10:00 pm,33
16-Jan-20 12:45:00 pm,33
16-Jan-20 01:20:00 pm,33
16-Jan-20 01:55:00 pm,33
16-Jan-20 02:30:00 pm,33
16-Jan-20 03:05:00 pm,33
16-Jan-20 03:40:00 pm,33
16-Jan-20 04:15:00 pm,33
16-Jan-20 04:50:00 pm,33
16-Jan-20 05:25:00 pm,33
16-Jan-20 06:00:00 pm,11
16-Jan-20 06:35:00 pm,0
16-Jan-20 07:10:00 pm,0
16-Jan-20 07:45:00 pm,0
16-Jan-20 08:20:00 pm,0
16-Jan-20 08:55:00 pm,0
16-Jan-20 09:30:00 pm,0
16-Jan-20 10:05:00 pm,0
16-Jan-20 10:40:00 pm,0
16-Jan-20 11:15:00 pm,0
16-Jan-20 11:50:00 pm,0
17-Jan-20 12:25:00 am,0
17-Jan-20 01:00:00 am,0
17-Jan-20 01:35:00 am,0
17-Jan-20 02:10:00 am,0
17-Jan-20 02:45:00 am,0
17-Jan-20 03:20:00 am,0
17-Jan-20 03:55:00 am,0
17-Jan-20 04:30:00 am,0
17-Jan-20 05:05:00 am,0
17-Jan-20 05:40:00 am,0
17-Jan-20 06:15:00 am,33
17-Jan-20 06:50:00 am,33
17-Jan-20 07:25:00 am,33
17-Jan-20 08:00:00 am,33
17-Jan-20 08:35:00 am,33
17-Jan-20 09:10:00 am,33
17-Jan-20 09:45:00 am,33
17-Jan-20 10:20:00 am,33
17-Jan-20 10:55:00 am,33
17-Jan-20 11:30:00 am,33
17-Jan-20 12:05:00 pm,33
17-Jan-20 12:40:00 pm,33
17-Jan-20 01:15:00 pm,33
17-Jan-20 01:50:00 pm,33
17-Jan-20 02:25:00 pm,33
17-Jan-20 03:00:00 pm,33
17-Jan-20 03:35:00 pm,33
17-Jan-20 04:10:00 pm,33
17-Jan-20 04:45:00 pm,33
17-Jan-20 05:20:00 pm,33
17-Jan-20 05:55:00 pm,17
17-Jan-20 06:30:00 pm,0
17-Jan-20 07:05:00 pm,0
17-Jan-20 07:40:00 pm,0
17-Jan-20 08:15:00 pm,0
17-Jan-20 08:50:00 pm,0
17-Jan-20 09:25:00 pm,0
17-Jan-20 10:00:00 pm,0
17-Jan-20 10:35:00 pm,0
17-Jan-20 11:10:00 pm,0
17-Jan-20 11:45:00 pm,0
18-Jan-20 12:20:00 am,0
18-Jan-20 12:55:00 am,0
18-Jan-20 01:30:00 am,0
18-Jan-20 02:05:00 am,0
18-Jan-20 02:40:00 am,0
18-Jan-20 03:15:00 am,0
18-Jan-20 03:50:00 am,0
18-Jan-20 04:25:00 am,0
18-Jan-20 05:00:00 am,0
18-Jan-20 05:35:00 am,0
18-Jan-20 06:10:00 am,0
18-Jan-20 06:45:00 am,0
18-Jan-20 07:20:00 am,0
18-Jan-20 07:55:00 am,0
18-Jan-20 08:30:00 am,0
18-Jan-20 09:05:00 am,0
18-Jan-20 09:40:00 am,0
18-Jan-20 10:15:00 am,0
18-Jan-20 10:50:00 am,0
18-Jan-20 11:25:00 am,0
18-Jan-20 12:00:00 pm,0
18-Jan-20 12:35:00 pm,0
18-Jan-20 01:10:00 pm,0
18-Jan-20 01:45:00 pm,0
18-Jan-20 02:20:00 pm,0
18-Jan-20 02:55:00 pm,0
18-Jan-20 03:30:00 pm,0
18-Jan-20 04:05:00 pm,0
18-Jan-20 04:40:00 pm,0
18-Jan-20 05:15:00 pm,0
18-Jan-20 05:50:00 pm,0
18-Jan-20 06:25:00 pm,0
18-Jan-20 07:00:00 pm,0
18-Jan-20 07:35:00 pm,0
18-Jan-20 08:10:00 pm,0
18-Jan-20 08:45:00 pm,0
18-Jan-20 09:20:00 pm,0
18-Jan-20 09:55:00 pm,0
18-Jan-20 10:30:00 pm,0
18-Jan-20 11:05:00 pm,0
18-Jan-20 11:40:00 pm,0
19-Jan-20 12:15:00 am,0
19-Jan-20 12:50:00 am,0
19-Jan-20 01:25:00 am,0
19-Jan-20 02:00:00 am,0
19-Jan-20 02:35:00 am,0
19-Jan-20 03:10:00 am,0
19-Jan-20 03:45:00 am,0
19-Jan-20 04:20:00 am,0
19-Jan-20 04:55:00 am,0
19-Jan-20 05:30:00 am,0
19-Jan-20 06:05:00 am,0
19-Jan-20 06:40:00 am,0
19-Jan-20 07:15:00 am,0
